文件,数据序号,原模板标签,规范区间,附件右端采样时刻,内部索引,说明
result3.xlsx,69,11:30-11:40,11:30-11:40,11:40,69,按左端匹配
result3.xlsx,70,11:40-11:50,11:40-11:50,11:50,70,按左端匹配
result3.xlsx,71,11:50-12:00,11:50-12:00,12:00,71,按左端匹配
result3.xlsx,72,12:00-12:10,12:00-12:10,12:10,72,按左端匹配
result3.xlsx,73,12:10-12:20,12:10-12:20,12:20,73,按左端匹配
result3.xlsx,74,12:20-12:30,12:20-12:30,12:30,74,按左端匹配
result3.xlsx,75,12:30-12:40,12:30-12:40,12:40,75,按左端匹配
result3.xlsx,76,12:40-12:50,12:40-12:50,12:50,76,按左端匹配
result3.xlsx,77,12:50-13:00,12:50-13:00,13:00,77,按左端匹配
result3.xlsx,78,13:00-13:10,13:00-13:10,13:10,78,按左端匹配
result3.xlsx,79,13:10-13:20,13:10-13:20,13:20,79,按左端匹配
result3.xlsx,80,13:20-13:30,13:20-13:30,13:30,80,按左端匹配
result3.xlsx,81,13:30-13:40,13:30-13:40,13:40,81,按左端匹配
result3.xlsx,82,13:40-13:50,13:40-13:50,13:50,82,按左端匹配
result3.xlsx,83,13:50-14:00,13:50-14:00,14:00,83,按左端匹配
result3.xlsx,84,14:00-14:10,14:00-14:10,14:10,84,按左端匹配
result3.xlsx,85,14:10-14:20,14:10-14:20,14:20,85,按左端匹配
result3.xlsx,86,14:20-14:30,14:20-14:30,14:30,86,按左端匹配
result3.xlsx,87,14:30-14:40,14:30-14:40,14:40,87,按左端匹配
result3.xlsx,88,14:40-14:50,14:40-14:50,14:50,88,按左端匹配
result3.xlsx,89,14:50-15:00,14:50-15:00,15:00,89,按左端匹配
result3.xlsx,90,15:00-15:10,15:00-15:10,15:10,90,按左端匹配
result3.xlsx,91,15:10-15:20,15:10-15:20,15:20,91,按左端匹配
result3.xlsx,92,15:20-15:30,15:20-15:30,15:30,92,按左端匹配
result3.xlsx,93,15:30-15:40,15:30-15:40,15:40,93,按左端匹配
result3.xlsx,94,15:40-15:50,15:40-15:50,15:50,94,按左端匹配
result3.xlsx,95,15:50-16:00,15:50-16:00,16:00,95,按左端匹配
result3.xlsx,96,16:00-16:10,16:00-16:10,16:10,96,按左端匹配
result3.xlsx,97,16:10-16:20,16:10-16:20,16:20,97,按左端匹配
result3.xlsx,98,16:20-16:30,16:20-16:30,16:30,98,按左端匹配
result3.xlsx,99,16:30-16:40,16:30-16:40,16:40,99,按左端匹配
result3.xlsx,100,16:40-16:50,16:40-16:50,16:50,100,按左端匹配
result3.xlsx,101,16:50-17:00,16:50-17:00,17:00,101,按左端匹配
result3.xlsx,102,17:00-17:10,17:00-17:10,17:10,102,按左端匹配
result3.xlsx,103,17:10-17:20,17:10-17:20,17:20,103,按左端匹配
result3.xlsx,104,17:20-17:30,17:20-17:30,17:30,104,按左端匹配
result3.xlsx,105,17:30-17:40,17:30-17:40,17:40,105,按左端匹配
result3.xlsx,106,17:40-17:50,17:40-17:50,17:50,106,按左端匹配
result3.xlsx,107,17:50-18:00,17:50-18:00,18:00,107,按左端匹配
result3.xlsx,108,18:00-18:10,18:00-18:10,18:10,108,按左端匹配
result3.xlsx,109,18:10-18:20,18:10-18:20,18:20,109,按左端匹配
result3.xlsx,110,18:20-18:30,18:20-18:30,18:30,110,按左端匹配
result3.xlsx,111,18:30-18:40,18:30-18:40,18:40,111,按左端匹配
result3.xlsx,112,18:40-18:50,18:40-18:50,18:50,112,按左端匹配
result3.xlsx,113,18:50-19:00,18:50-19:00,19:00,113,按左端匹配
result3.xlsx,114,19:00-19:10,19:00-19:10,19:10,114,按左端匹配
result3.xlsx,115,19:10-19:20,19:10-19:20,19:20,115,按左端匹配
result3.xlsx,116,19:20-19:30,19:20-19:30,19:30,116,按左端匹配
result3.xlsx,117,19:30-19:40,19:30-19:40,19:40,117,按左端匹配
result3.xlsx,118,19:40-19:50,19:40-19:50,19:50,118,按左端匹配
result3.xlsx,119,19:50-20:00,19:50-20:00,20:00,119,按左端匹配
result3.xlsx,120,20:00-20:10,20:00-20:10,20:10,120,按左端匹配
result3.xlsx,121,20:10-20:20,20:10-20:20,20:20,121,按左端匹配
result3.xlsx,122,20:20-20:30,20:20-20:30,20:30,122,按左端匹配
result3.xlsx,123,20:30-20:40,20:30-20:40,20:40,123,按左端匹配
result3.xlsx,124,20:40-20:50,20:40-20:50,20:50,124,按左端匹配
result3.xlsx,125,20:50-21:00,20:50-21:00,21:00,125,按左端匹配
result3.xlsx,126,21:00-21:10,21:00-21:10,21:10,126,按左端匹配
result3.xlsx,127,21:10-21:20,21:10-21:20,21:20,127,按左端匹配
result3.xlsx,128,21:20-21:30,21:20-21:30,21:30,128,按左端匹配
result3.xlsx,129,21:30-21:40,21:30-21:40,21:40,129,按左端匹配
result3.xlsx,130,21:40-21:50,21:40-21:50,21:50,130,按左端匹配
result3.xlsx,131,21:50-22:00,21:50-22:00,22:00,131,按左端匹配
result3.xlsx,132,22:00-22:10,22:00-22:10,22:10,132,按左端匹配
result3.xlsx,133,22:10-22:20,22:10-22:20,22:20,133,按左端匹配
result3.xlsx,134,22:20-22:30,22:20-22:30,22:30,134,按左端匹配
result3.xlsx,135,22:30-22:40,22:30-22:40,22:40,135,按左端匹配
result3.xlsx,136,22:40-22:50,22:40-22:50,22:50,136,按左端匹配
result3.xlsx,137,22:50-23:00,22:50-23:00,23:00,137,按左端匹配
result3.xlsx,138,23:00-23:10,23:00-23:10,23:10,138,按左端匹配
result3.xlsx,139,23:10-23:20,23:10-23:20,23:20,139,按左端匹配
result3.xlsx,140,23:20-23:30,23:20-23:30,23:30,140,按左端匹配
result3.xlsx,141,23:30-23:40,23:30-23:40,23:40,141,按左端匹配
result3.xlsx,142,23:40-23:50,23:40-23:50,23:50,142,按左端匹配
result3.xlsx,143,23:50-0:00+1,23:50-24:00,24:00,143,按左端匹配
result3.xlsx,144,0:00-0:10+1,00:00-00:10,00:10,0,原末列勘误
result4-2.xlsx,1,0:10-0:20,00:10-00:20,00:20,1,按左端匹配
result4-2.xlsx,2,0:20-0:30,00:20-00:30,00:30,2,按左端匹配
result4-2.xlsx,3,0:30-0:40,00:30-00:40,00:40,3,按左端匹配
result4-2.xlsx,4,0:40-0:50,00:40-00:50,00:50,4,按左端匹配
result4-2.xlsx,5,0:50-1:00,00:50-01:00,01:00,5,按左端匹配
result4-2.xlsx,6,1:00-1:10,01:00-01:10,01:10,6,按左端匹配
result4-2.xlsx,7,1:10-1:20,01:10-01:20,01:20,7,按左端匹配
result4-2.xlsx,8,1:20-1:30,01:20-01:30,01:30,8,按左端匹配
result4-2.xlsx,9,1:30-1:40,01:30-01:40,01:40,9,按左端匹配
result4-2.xlsx,10,1:40-1:50,01:40-01:50,01:50,10,按左端匹配
result4-2.xlsx,11,1:50-2:00,01:50-02:00,02:00,11,按左端匹配
result4-2.xlsx,12,2:00-2:10,02:00-02:10,02:10,12,按左端匹配
result4-2.xlsx,13,2:10-2:20,02:10-02:20,02:20,13,按左端匹配
result4-2.xlsx,14,2:20-2:30,02:20-02:30,02:30,14,按左端匹配
result4-2.xlsx,15,2:30-2:40,02:30-02:40,02:40,15,按左端匹配
result4-2.xlsx,16,2:40-2:50,02:40-02:50,02:50,16,按左端匹配
result4-2.xlsx,17,2:50-3:00,02:50-03:00,03:00,17,按左端匹配
result4-2.xlsx,18,3:00-3:10,03:00-03:10,03:10,18,按左端匹配
result4-2.xlsx,19,3:10-3:20,03:10-03:20,03:20,19,按左端匹配
result4-2.xlsx,20,3:20-3:30,03:20-03:30,03:30,20,按左端匹配
result4-2.xlsx,21,3:30-3:40,03:30-03:40,03:40,21,按左端匹配
result4-2.xlsx,22,3:40-3:50,03:40-03:50,03:50,22,按左端匹配
result4-2.xlsx,23,3:50-4:00,03:50-04:00,04:00,23,按左端匹配
result4-2.xlsx,24,4:00-4:10,04:00-04:10,04:10,24,按左端匹配
result4-2.xlsx,25,4:10-4:20,04:10-04:20,04:20,25,按左端匹配
result4-2.xlsx,26,4:20-4:30,04:20-04:30,04:30,26,按左端匹配
result4-2.xlsx,27,4:30-4:40,04:30-04:40,04:40,27,按左端匹配
result4-2.xlsx,28,4:40-4:50,04:40-04:50,04:50,28,按左端匹配
result4-2.xlsx,29,4:50-5:00,04:50-05:00,05:00,29,按左端匹配
result4-2.xlsx,30,5:00-5:10,05:00-05:10,05:10,30,按左端匹配
result4-2.xlsx,31,5:10-5:20,05:10-05:20,05:20,31,按左端匹配
result4-2.xlsx,32,5:20-5:30,05:20-05:30,05:30,32,按左端匹配
result4-2.xlsx,33,5:30-5:40,05:30-05:40,05:40,33,按左端匹配
result4-2.xlsx,34,5:40-5:50,05:40-05:50,05:50,34,按左端匹配
result4-2.xlsx,35,5:50-6:00,05:50-06:00,06:00,35,按左端匹配
result4-2.xlsx,36,6:00-6:10,06:00-06:10,06:10,36,按左端匹配
result4-2.xlsx,37,6:10-6:20,06:10-06:20,06:20,37,按左端匹配
result4-2.xlsx,38,6:20-6:30,06:20-06:30,06:30,38,按左端匹配
result4-2.xlsx,39,6:30-6:40,06:30-06:40,06:40,39,按左端匹配
result4-2.xlsx,40,6:40-6:50,06:40-06:50,06:50,40,按左端匹配
result4-2.xlsx,41,6:50-7:00,06:50-07:00,07:00,41,按左端匹配
result4-2.xlsx,42,7:0-7:10,07:00-07:10,07:10,42,按左端匹配
result4-2.xlsx,43,7:10-7:20,07:10-07:20,07:20,43,按左端匹配
result4-2.xlsx,44,7:20-7:30,07:20-07:30,07:30,44,按左端匹配
result4-2.xlsx,45,7:30-7:40,07:30-07:40,07:40,45,按左端匹配
result4-2.xlsx,46,7:40-7:50,07:40-07:50,07:50,46,按左端匹配
result4-2.xlsx,47,7:50-8:00,07:50-08:00,08:00,47,按左端匹配
result4-2.xlsx,48,8:00-8:10,08:00-08:10,08:10,48,按左端匹配
result4-2.xlsx,49,8:10-8:20,08:10-08:20,08:20,49,按左端匹配
result4-2.xlsx,50,8:20-8:30,08:20-08:30,08:30,50,按左端匹配
result4-2.xlsx,51,8:30-8:40,08:30-08:40,08:40,51,按左端匹配
result4-2.xlsx,52,8:40-8:50,08:40-08:50,08:50,52,按左端匹配
result4-2.xlsx,53,8:50-9:00,08:50-09:00,09:00,53,按左端匹配
result4-2.xlsx,54,9:00-9:10,09:00-09:10,09:10,54,按左端匹配
result4-2.xlsx,55,9:10-9:20,09:10-09:20,09:20,55,按左端匹配
result4-2.xlsx,56,9:20-9:30,09:20-09:30,09:30,56,按左端匹配
result4-2.xlsx,57,9:30-9:40,09:30-09:40,09:40,57,按左端匹配
result4-2.xlsx,58,9:40-9:50,09:40-09:50,09:50,58,按左端匹配
result4-2.xlsx,59,9:50-10:00,09:50-10:00,10:00,59,按左端匹配
result4-2.xlsx,60,10:00-10:10,10:00-10:10,10:10,60,按左端匹配
result4-2.xlsx,61,10:10-10:20,10:10-10:20,10:20,61,按左端匹配
result4-2.xlsx,62,10:20-10:30,10:20-10:30,10:30,62,按左端匹配
result4-2.xlsx,63,10:30-10:40,10:30-10:40,10:40,63,按左端匹配
result4-2.xlsx,64,10:40-10:50,10:40-10:50,10:50,64,按左端匹配
result4-2.xlsx,65,10:50-11:00,10:50-11:00,11:00,65,按左端匹配
result4-2.xlsx,66,11:00-11:10,11:00-11:10,11:10,66,按左端匹配
result4-2.xlsx,67,11:10-11:20,11:10-11:20,11:20,67,按左端匹配
result4-2.xlsx,68,11:20-11:30,11:20-11:30,11:30,68,按左端匹配
result4-2.xlsx,69,11:30-11:40,11:30-11:40,11:40,69,按左端匹配
result4-2.xlsx,70,11:40-11:50,11:40-11:50,11:50,70,按左端匹配
result4-2.xlsx,71,11:50-12:00,11:50-12:00,12:00,71,按左端匹配
result4-2.xlsx,72,12:00-12:10,12:00-12:10,12:10,72,按左端匹配
result4-2.xlsx,73,12:10-12:20,12:10-12:20,12:20,73,按左端匹配
result4-2.xlsx,74,12:20-12:30,12:20-12:30,12:30,74,按左端匹配
result4-2.xlsx,75,12:30-12:40,12:30-12:40,12:40,75,按左端匹配
result4-2.xlsx,76,12:40-12:50,12:40-12:50,12:50,76,按左端匹配
result4-2.xlsx,77,12:50-13:00,12:50-13:00,13:00,77,按左端匹配
result4-2.xlsx,78,13:00-13:10,13:00-13:10,13:10,78,按左端匹配
result4-2.xlsx,79,13:10-13:20,13:10-13:20,13:20,79,按左端匹配
result4-2.xlsx,80,13:20-13:30,13:20-13:30,13:30,80,按左端匹配
result4-2.xlsx,81,13:30-13:40,13:30-13:40,13:40,81,按左端匹配
result4-2.xlsx,82,13:40-13:50,13:40-13:50,13:50,82,按左端匹配
result4-2.xlsx,83,13:50-14:00,13:50-14:00,14:00,83,按左端匹配
result4-2.xlsx,84,14:00-14:10,14:00-14:10,14:10,84,按左端匹配
result4-2.xlsx,85,14:10-14:20,14:10-14:20,14:20,85,按左端匹配
result4-2.xlsx,86,14:20-14:30,14:20-14:30,14:30,86,按左端匹配
result4-2.xlsx,87,14:30-14:40,14:30-14:40,14:40,87,按左端匹配
result4-2.xlsx,88,14:40-14:50,14:40-14:50,14:50,88,按左端匹配
result4-2.xlsx,89,14:50-15:00,14:50-15:00,15:00,89,按左端匹配
result4-2.xlsx,90,15:00-15:10,15:00-15:10,15:10,90,按左端匹配
result4-2.xlsx,91,15:10-15:20,15:10-15:20,15:20,91,按左端匹配
result4-2.xlsx,92,15:20-15:30,15:20-15:30,15:30,92,按左端匹配
result4-2.xlsx,93,15:30-15:40,15:30-15:40,15:40,93,按左端匹配
result4-2.xlsx,94,15:40-15:50,15:40-15:50,15:50,94,按左端匹配
result4-2.xlsx,95,15:50-16:00,15:50-16:00,16:00,95,按左端匹配
result4-2.xlsx,96,16:00-16:10,16:00-16:10,16:10,96,按左端匹配
result4-2.xlsx,97,16:10-16:20,16:10-16:20,16:20,97,按左端匹配
result4-2.xlsx,98,16:20-16:30,16:20-16:30,16:30,98,按左端匹配
result4-2.xlsx,99,16:30-16:40,16:30-16:40,16:40,99,按左端匹配
result4-2.xlsx,100,16:40-16:50,16:40-16:50,16:50,100,按左端匹配
result4-2.xlsx,101,16:50-17:00,16:50-17:00,17:00,101,按左端匹配
result4-2.xlsx,102,17:00-17:10,17:00-17:10,17:10,102,按左端匹配
result4-2.xlsx,103,17:10-17:20,17:10-17:20,17:20,103,按左端匹配
result4-2.xlsx,104,17:20-17:30,17:20-17:30,17:30,104,按左端匹配
result4-2.xlsx,105,17:30-17:40,17:30-17:40,17:40,105,按左端匹配
result4-2.xlsx,106,17:40-17:50,17:40-17:50,17:50,106,按左端匹配
result4-2.xlsx,107,17:50-18:00,17:50-18:00,18:00,107,按左端匹配
result4-2.xlsx,108,18:00-18:10,18:00-18:10,18:10,108,按左端匹配
result4-2.xlsx,109,18:10-18:20,18:10-18:20,18:20,109,按左端匹配
result4-2.xlsx,110,18:20-18:30,18:20-18:30,18:30,110,按左端匹配
result4-2.xlsx,111,18:30-18:40,18:30-18:40,18:40,111,按左端匹配
result4-2.xlsx,112,18:40-18:50,18:40-18:50,18:50,112,按左端匹配
result4-2.xlsx,113,18:50-19:00,18:50-19:00,19:00,113,按左端匹配
result4-2.xlsx,114,19:00-19:10,19:00-19:10,19:10,114,按左端匹配
result4-2.xlsx,115,19:10-19:20,19:10-19:20,19:20,115,按左端匹配
result4-2.xlsx,116,19:20-19:30,19:20-19:30,19:30,116,按左端匹配
result4-2.xlsx,117,19:30-19:40,19:30-19:40,19:40,117,按左端匹配
result4-2.xlsx,118,19:40-19:50,19:40-19:50,19:50,118,按左端匹配
result4-2.xlsx,119,19:50-20:00,19:50-20:00,20:00,119,按左端匹配
result4-2.xlsx,120,20:00-20:10,20:00-20:10,20:10,120,按左端匹配
result4-2.xlsx,121,20:10-20:20,20:10-20:20,20:20,121,按左端匹配
result4-2.xlsx,122,20:20-20:30,20:20-20:30,20:30,122,按左端匹配
result4-2.xlsx,123,20:30-20:40,20:30-20:40,20:40,123,按左端匹配
result4-2.xlsx,124,20:40-20:50,20:40-20:50,20:50,124,按左端匹配
result4-2.xlsx,125,20:50-21:00,20:50-21:00,21:00,125,按左端匹配
result4-2.xlsx,126,21:00-21:10,21:00-21:10,21:10,126,按左端匹配
result4-2.xlsx,127,21:10-21:20,21:10-21:20,21:20,127,按左端匹配
result4-2.xlsx,128,21:20-21:30,21:20-21:30,21:30,128,按左端匹配
result4-2.xlsx,129,21:30-21:40,21:30-21:40,21:40,129,按左端匹配
result4-2.xlsx,130,21:40-21:50,21:40-21:50,21:50,130,按左端匹配
result4-2.xlsx,131,21:50-22:00,21:50-22:00,22:00,131,按左端匹配
result4-2.xlsx,132,22:00-22:10,22:00-22:10,22:10,132,按左端匹配
result4-2.xlsx,133,22:10-22:20,22:10-22:20,22:20,133,按左端匹配
result4-2.xlsx,134,22:20-22:30,22:20-22:30,22:30,134,按左端匹配
result4-2.xlsx,135,22:30-22:40,22:30-22:40,22:40,135,按左端匹配
result4-2.xlsx,136,22:40-22:50,22:40-22:50,22:50,136,按左端匹配
result4-2.xlsx,137,22:50-23:00,22:50-23:00,23:00,137,按左端匹配
result4-2.xlsx,138,23:00-23:10,23:00-23:10,23:10,138,按左端匹配
result4-2.xlsx,139,23:10-23:20,23:10-23:20,23:20,139,按左端匹配
result4-2.xlsx,140,23:20-23:30,23:20-23:30,23:30,140,按左端匹配
result4-2.xlsx,141,23:30-23:40,23:30-23:40,23:40,141,按左端匹配
result4-2.xlsx,142,23:40-23:50,23:40-23:50,23:50,142,按左端匹配
result4-2.xlsx,143,23:50-0:00+1,23:50-24:00,24:00,143,按左端匹配
result4-2.xlsx,144,0:00-0:10+1,00:00-00:10,00:10,0,原末列勘误
result4-3.xlsx,1,0:10-0:20,00:10-00:20,00:20,1,按左端匹配
result4-3.xlsx,2,0:20-0:30,00:20-00:30,00:30,2,按左端匹配
result4-3.xlsx,3,0:30-0:40,00:30-00:40,00:40,3,按左端匹配
result4-3.xlsx,4,0:40-0:50,00:40-00:50,00:50,4,按左端匹配
result4-3.xlsx,5,0:50-1:00,00:50-01:00,01:00,5,按左端匹配
result4-3.xlsx,6,1:00-1:10,01:00-01:10,01:10,6,按左端匹配
result4-3.xlsx,7,1:10-1:20,01:10-01:20,01:20,7,按左端匹配
result4-3.xlsx,8,1:20-1:30,01:20-01:30,01:30,8,按左端匹配
result4-3.xlsx,9,1:30-1:40,01:30-01:40,01:40,9,按左端匹配
result4-3.xlsx,10,1:40-1:50,01:40-01:50,01:50,10,按左端匹配
result4-3.xlsx,11,1:50-2:00,01:50-02:00,02:00,11,按左端匹配
result4-3.xlsx,12,2:00-2:10,02:00-02:10,02:10,12,按左端匹配
result4-3.xlsx,13,2:10-2:20,02:10-02:20,02:20,13,按左端匹配
result4-3.xlsx,14,2:20-2:30,02:20-02:30,02:30,14,按左端匹配
result4-3.xlsx,15,2:30-2:40,02:30-02:40,02:40,15,按左端匹配
result4-3.xlsx,16,2:40-2:50,02:40-02:50,02:50,16,按左端匹配
result4-3.xlsx,17,2:50-3:00,02:50-03:00,03:00,17,按左端匹配
result4-3.xlsx,18,3:00-3:10,03:00-03:10,03:10,18,按左端匹配
result4-3.xlsx,19,3:10-3:20,03:10-03:20,03:20,19,按左端匹配
result4-3.xlsx,20,3:20-3:30,03:20-03:30,03:30,20,按左端匹配
result4-3.xlsx,21,3:30-3:40,03:30-03:40,03:40,21,按左端匹配
result4-3.xlsx,22,3:40-3:50,03:40-03:50,03:50,22,按左端匹配
result4-3.xlsx,23,3:50-4:00,03:50-04:00,04:00,23,按左端匹配
result4-3.xlsx,24,4:00-4:10,04:00-04:10,04:10,24,按左端匹配
result4-3.xlsx,25,4:10-4:20,04:10-04:20,04:20,25,按左端匹配
result4-3.xlsx,26,4:20-4:30,04:20-04:30,04:30,26,按左端匹配
result4-3.xlsx,27,4:30-4:40,04:30-04:40,04:40,27,按左端匹配
result4-3.xlsx,28,4:40-4:50,04:40-04:50,04:50,28,按左端匹配
result4-3.xlsx,29,4:50-5:00,04:50-05:00,05:00,29,按左端匹配
result4-3.xlsx,30,5:00-5:10,05:00-05:10,05:10,30,按左端匹配
result4-3.xlsx,31,5:10-5:20,05:10-05:20,05:20,31,按左端匹配
result4-3.xlsx,32,5:20-5:30,05:20-05:30,05:30,32,按左端匹配
result4-3.xlsx,33,5:30-5:40,05:30-05:40,05:40,33,按左端匹配
result4-3.xlsx,34,5:40-5:50,05:40-05:50,05:50,34,按左端匹配
result4-3.xlsx,35,5:50-6:00,05:50-06:00,06:00,35,按左端匹配
result4-3.xlsx,36,6:00-6:10,06:00-06:10,06:10,36,按左端匹配
result4-3.xlsx,37,6:10-6:20,06:10-06:20,06:20,37,按左端匹配
result4-3.xlsx,38,6:20-6:30,06:20-06:30,06:30,38,按左端匹配
result4-3.xlsx,39,6:30-6:40,06:30-06:40,06:40,39,按左端匹配
result4-3.xlsx,40,6:40-6:50,06:40-06:50,06:50,40,按左端匹配
result4-3.xlsx,41,6:50-7:00,06:50-07:00,07:00,41,按左端匹配
result4-3.xlsx,42,7:0-7:10,07:00-07:10,07:10,42,按左端匹配
result4-3.xlsx,43,7:10-7:20,07:10-07:20,07:20,43,按左端匹配
result4-3.xlsx,44,7:20-7:30,07:20-07:30,07:30,44,按左端匹配
result4-3.xlsx,45,7:30-7:40,07:30-07:40,07:40,45,按左端匹配
result4-3.xlsx,46,7:40-7:50,07:40-07:50,07:50,46,按左端匹配
result4-3.xlsx,47,7:50-8:00,07:50-08:00,08:00,47,按左端匹配
result4-3.xlsx,48,8:00-8:10,08:00-08:10,08:10,48,按左端匹配
result4-3.xlsx,49,8:10-8:20,08:10-08:20,08:20,49,按左端匹配
result4-3.xlsx,50,8:20-8:30,08:20-08:30,08:30,50,按左端匹配
result4-3.xlsx,51,8:30-8:40,08:30-08:40,08:40,51,按左端匹配
result4-3.xlsx,52,8:40-8:50,08:40-08:50,08:50,52,按左端匹配
result4-3.xlsx,53,8:50-9:00,08:50-09:00,09:00,53,按左端匹配
result4-3.xlsx,54,9:00-9:10,09:00-09:10,09:10,54,按左端匹配
result4-3.xlsx,55,9:10-9:20,09:10-09:20,09:20,55,按左端匹配
result4-3.xlsx,56,9:20-9:30,09:20-09:30,09:30,56,按左端匹配
result4-3.xlsx,57,9:30-9:40,09:30-09:40,09:40,57,按左端匹配
result4-3.xlsx,58,9:40-9:50,09:40-09:50,09:50,58,按左端匹配
result4-3.xlsx,59,9:50-10:00,09:50-10:00,10:00,59,按左端匹配
result4-3.xlsx,60,10:00-10:10,10:00-10:10,10:10,60,按左端匹配
result4-3.xlsx,61,10:10-10:20,10:10-10:20,10:20,61,按左端匹配
result4-3.xlsx,62,10:20-10:30,10:20-10:30,10:30,62,按左端匹配
result4-3.xlsx,63,10:30-10:40,10:30-10:40,10:40,63,按左端匹配
result4-3.xlsx,64,10:40-10:50,10:40-10:50,10:50,64,按左端匹配
result4-3.xlsx,65,10:50-11:00,10:50-11:00,11:00,65,按左端匹配
result4-3.xlsx,66,11:00-11:10,11:00-11:10,11:10,66,按左端匹配
result4-3.xlsx,67,11:10-11:20,11:10-11:20,11:20,67,按左端匹配
result4-3.xlsx,68,11:20-11:30,11:20-11:30,11:30,68,按左端匹配
result4-3.xlsx,69,11:30-11:40,11:30-11:40,11:40,69,按左端匹配
result4-3.xlsx,70,11:40-11:50,11:40-11:50,11:50,70,按左端匹配
result4-3.xlsx,71,11:50-12:00,11:50-12:00,12:00,71,按左端匹配
result4-3.xlsx,72,12:00-12:10,12:00-12:10,12:10,72,按左端匹配
result4-3.xlsx,73,12:10-12:20,12:10-12:20,12:20,73,按左端匹配
result4-3.xlsx,74,12:20-12:30,12:20-12:30,12:30,74,按左端匹配
result4-3.xlsx,75,12:30-12:40,12:30-12:40,12:40,75,按左端匹配
result4-3.xlsx,76,12:40-12:50,12:40-12:50,12:50,76,按左端匹配
result4-3.xlsx,77,12:50-13:00,12:50-13:00,13:00,77,按左端匹配
result4-3.xlsx,78,13:00-13:10,13:00-13:10,13:10,78,按左端匹配
result4-3.xlsx,79,13:10-13:20,13:10-13:20,13:20,79,按左端匹配
result4-3.xlsx,80,13:20-13:30,13:20-13:30,13:30,80,按左端匹配
result4-3.xlsx,81,13:30-13:40,13:30-13:40,13:40,81,按左端匹配
result4-3.xlsx,82,13:40-13:50,13:40-13:50,13:50,82,按左端匹配
result4-3.xlsx,83,13:50-14:00,13:50-14:00,14:00,83,按左端匹配
result4-3.xlsx,84,14:00-14:10,14:00-14:10,14:10,84,按左端匹配
result4-3.xlsx,85,14:10-14:20,14:10-14:20,14:20,85,按左端匹配
result4-3.xlsx,86,14:20-14:30,14:20-14:30,14:30,86,按左端匹配
result4-3.xlsx,87,14:30-14:40,14:30-14:40,14:40,87,按左端匹配
result4-3.xlsx,88,14:40-14:50,14:40-14:50,14:50,88,按左端匹配
result4-3.xlsx,89,14:50-15:00,14:50-15:00,15:00,89,按左端匹配
result4-3.xlsx,90,15:00-15:10,15:00-15:10,15:10,90,按左端匹配
result4-3.xlsx,91,15:10-15:20,15:10-15:20,15:20,91,按左端匹配
result4-3.xlsx,92,15:20-15:30,15:20-15:30,15:30,92,按左端匹配
result4-3.xlsx,93,15:30-15:40,15:30-15:40,15:40,93,按左端匹配
result4-3.xlsx,94,15:40-15:50,15:40-15:50,15:50,94,按左端匹配
result4-3.xlsx,95,15:50-16:00,15:50-16:00,16:00,95,按左端匹配
result4-3.xlsx,96,16:00-16:10,16:00-16:10,16:10,96,按左端匹配
result4-3.xlsx,97,16:10-16:20,16:10-16:20,16:20,97,按左端匹配
result4-3.xlsx,98,16:20-16:30,16:20-16:30,16:30,98,按左端匹配
result4-3.xlsx,99,16:30-16:40,16:30-16:40,16:40,99,按左端匹配
result4-3.xlsx,100,16:40-16:50,16:40-16:50,16:50,100,按左端匹配
result4-3.xlsx,101,16:50-17:00,16:50-17:00,17:00,101,按左端匹配
result4-3.xlsx,102,17:00-17:10,17:00-17:10,17:10,102,按左端匹配
result4-3.xlsx,103,17:10-17:20,17:10-17:20,17:20,103,按左端匹配
result4-3.xlsx,104,17:20-17:30,17:20-17:30,17:30,104,按左端匹配
result4-3.xlsx,105,17:30-17:40,17:30-17:40,17:40,105,按左端匹配
result4-3.xlsx,106,17:40-17:50,17:40-17:50,17:50,106,按左端匹配
result4-3.xlsx,107,17:50-18:00,17:50-18:00,18:00,107,按左端匹配
result4-3.xlsx,108,18:00-18:10,18:00-18:10,18:10,108,按左端匹配
result4-3.xlsx,109,18:10-18:20,18:10-18:20,18:20,109,按左端匹配
result4-3.xlsx,110,18:20-18:30,18:20-18:30,18:30,110,按左端匹配
result4-3.xlsx,111,18:30-18:40,18:30-18:40,18:40,111,按左端匹配
result4-3.xlsx,112,18:40-18:50,18:40-18:50,18:50,112,按左端匹配
result4-3.xlsx,113,18:50-19:00,18:50-19:00,19:00,113,按左端匹配
result4-3.xlsx,114,19:00-19:10,19:00-19:10,19:10,114,按左端匹配
result4-3.xlsx,115,19:10-19:20,19:10-19:20,19:20,115,按左端匹配
result4-3.xlsx,116,19:20-19:30,19:20-19:30,19:30,116,按左端匹配
result4-3.xlsx,117,19:30-19:40,19:30-19:40,19:40,117,按左端匹配
result4-3.xlsx,118,19:40-19:50,19:40-19:50,19:50,118,按左端匹配
result4-3.xlsx,119,19:50-20:00,19:50-20:00,20:00,119,按左端匹配
result4-3.xlsx,120,20:00-20:10,20:00-20:10,20:10,120,按左端匹配
result4-3.xlsx,121,20:10-20:20,20:10-20:20,20:20,121,按左端匹配
result4-3.xlsx,122,20:20-20:30,20:20-20:30,20:30,122,按左端匹配
result4-3.xlsx,123,20:30-20:40,20:30-20:40,20:40,123,按左端匹配
result4-3.xlsx,124,20:40-20:50,20:40-20:50,20:50,124,按左端匹配
